"","Artist.Reputation","Height","Base.Shipping.Price","Weight_log","Price_of_Sculpture_log"
"1736",0.29,10,95.45,8.81150325015824,3.39450839351136
"1737",0.29,46,12.34,7.06731984865348,1.4036429994545
"1738",0.27,29,21.92,7.69302574841789,1.9473377010465
"1739",0.21,27,96.95,10.625999341726,4.31628739295979
"1740",0.42,10,16.57,4.36944785246702,1.29198368164865
"1741",0.37,10,12.16,6.48768401848461,1.92570744173779
"1742",0.8,22,77.21,11.2514567993344,6.41966914218564
"1744",0.25,16,20.42,6.27664348934164,1.51951320490611
"1745",0.34,37,22.98,7.98070782086967,1.91692261218206
"1746",0.83,13,10.69,7.05617528410041,1.84687876844913
"1747",0.36,3,11.74,3.46573590279973,1.81319474994812
"1748",0,38,20.45,7.68202151082687,1.66959183525385
"1749",0.16,4,11.92,5.91350300563827,1.10525683138678
"1750",0.64,16,50.89,10.033067398072,3.85651029549789
"1751",0.88,26,11.51,5.46806014113513,1.81319474994812
"1752",0.94,23,17.85,6.80682936039218,1.62334081760309
"1753",0.12,31,78.97,13.4334445432843,6.43137938994537
"1754",0.64,20,16.85,7.3031700512368,2.3174737054878
"1755",0.7,10,40.13,9.26936371242564,4.19252939413083
"1756",0.39,11,16.93,5.76832099579377,1.89461685466776
"1757",0.24,43,25.23,13.0323598921564,6.69032040213491
"1758",0.84,25,22.39,6.97634807044775,2.44060639089142
"1760",0.1,11,12.48,5.67332326717149,1.90210752639692
"1761",0.28,4,22.62,3.68887945411394,1.66203036255327
"1762",0.37,29,96.52,10.0723438583765,2.23430625224075
"1763",0.89,36,19,6.85435450225502,1.55814461804655
"1764",0.09,6,57.8,8.90910013492555,1.67709656090792
"1765",0.76,21,23.89,8.43468076984177,2.15871472257434
"1766",0.88,12,16.95,8.20631072579402,3.06851794327964
"1767",0.09,10,15.74,4.07753744390572,1.66770682055808
"1769",0.36,54,55.08,9.8568675319009,3.52959059643055
"1770",0.8,14,66.28,10.4308457569365,4.77297014626303
"1771",0.25,12,18.8,6.02586597382531,1.39624469197306
"1772",0.55,9,66.33,9.10742131796834,3.3833727967496
"1773",0.36,32,16.25,8.39049553837028,2.99021709286588
"1774",0.33,13,27.74,9.95925333044199,4.18525112090978
"1775",0.57,25,25.05,10.707639291139,3.90156854752429
"1777",0.99,4,24.24,3.89182029811063,1.78339121955754
"1778",0.05,47,58.73,15.2393451344532,8.18011637207172
"1779",0.53,16,18.47,5.31320597904179,1.4747630091075
"1781",0.53,12,11.58,5.77144112313002,1.93296963777958
"1782",0.69,7,11.89,5.3890717298165,1.83098018238134
"1783",0.46,12,11.41,6.2709884318583,1.83258146374831
"1787",0.4,26,77.32,8.68963274835574,1.39376637595859
"1788",0.54,40,29.75,11.3743528151063,5.90889782345102
"1790",0.17,13,17.34,5.65248918026865,1.94017947434633
"1791",0,20,26.69,12.9850671925489,6.78211268777785
"1792",0.61,8,20.68,6.51767127291227,1.64480505627139
"1793",0.58,29,14.48,8.02224091680654,2.35612585992208
"1795",0.73,10,16.46,4.66343909411207,1.54968790802833
"1796",0.39,38,22.88,6.91174730025167,1.71739505393919
"1797",0.45,15,69.88,10.7092042016996,5.05745526474015
"1802",0.36,32,25.04,14.4947099183466,8.37367148999658
"1803",0.84,21,17.24,6.22455842927536,1.60140574073684
"1804",0.75,11,16.54,5.76519110278484,1.1314021114911
"1806",0.5,26,77.01,8.82922635473185,2.41233595695316
"1807",0.38,17,13.45,5.62762111369064,1.27815220250019
"1808",0.98,17,10.13,5.83773044716594,1.91839212016142
"1809",0.22,34,11.05,7.22329567956231,1.59736533119983
"1810",0.62,29,48.71,13.2771013133344,5.94837435717628
"1812",0.18,29,39.71,12.9960288820182,7.0818178238364
"1815",0.57,6,16,6.60934924316738,1.89461685466776
"1819",0.76,31,80.04,10.5956592574744,5.15755992883177
"1820",0.05,14,17.43,7.6586995582683,1.93730177451871
"1821",0.44,23,24.29,5.18738580584075,1.4747630091075
"1822",0.45,17,20.35,6.87109129461055,1.708377860289
"1823",0.32,26,31.76,9.19319421314121,2.34660197841082
"1824",0.13,29,63.45,10.8650193006559,5.00876688303623
"1825",0.29,28,54.61,13.8952058206704,8.30146954440186
"1826",0.58,30,25.7,9.44438429775868,2.97603964020825
"1827",0.36,9,22.27,5.86929691313377,1.49962304642689
"1828",0.38,5,24.21,6.01615715969835,1.56444054650336
"1829",0.29,25,75.41,9.23912217340163,4.00277736869661
"1831",0.12,21,14.53,5.91889385427315,1.22671229129543
"1832",0.47,32,13.75,5.65948221575962,1.43031124653666
"1833",0.88,53,95.63,10.4898287287783,4.99165632749845
"1834",0.17,36,79.41,10.9252367952664,5.42367166770074
"1835",0.37,18,75.79,13.2267810487241,7.36871816357572
"1836",0.47,32,16.62,6.12686918411419,1.6752256529721
"1837",0.06,31,45.79,12.7651054063955,6.91143848763373
"1838",0.03,3,17.01,4.54329478227,1.61143591509677
"1839",0.88,9,63.87,8.88696203486613,3.56586400321739
"1840",0.81,10,21.2,5.41610040220442,1.48839958405704
"1841",0.21,21,77.94,9.70838466137744,3.44808096756101
"1842",0.52,47,53.27,12.5542758050271,6.79308489399853
"1843",0.19,11,23.66,6.10924758276437,1.93585981320181
"1844",0.68,34,25.18,9.31415970061518,3.38235429386068
"1845",0.42,35,62.46,10.4954322275869,3.00963517872298
"1846",0.46,17,75.24,11.9403477404304,6.30687729548553
"1847",0.58,37,67.11,11.6585311688275,5.87056729230103
"1848",0.51,35,32.58,11.2994846891174,5.51145098523293
"1850",0.24,46,10.84,7.56216163122565,1.83258146374831
"1851",0.49,12,47.35,10.3612920743249,3.24726889936942
"1852",0.18,17,24.85,6.64378973314767,1.45861502269952
"1853",0.41,7,15.9,8.44397712908498,2.62900699376176
"1854",0.16,29,91.05,9.92939893432063,3.45030495576918
"1855",0.42,25,20.12,7.22766249872865,1.71199450075919
"1856",0.29,18,33.11,9.30410390178835,2.97399778140798
"1857",0.19,17,81.03,10.9781656909086,2.93332481342537
"1859",0.57,10,21.14,5.74939298590825,1.27256559579155
"1860",0.31,5,16.01,3.36729582998647,1.41342302850814
"1862",0.77,6,21.52,6.0137151560428,1.51732262352629
"1863",0.72,30,72.57,9.70607266229452,4.44406202559333
"1866",0.41,31,82.17,8.78446845409036,1.71559810826249
"1867",0.44,34,19.54,6.69950034016168,1.35325450704169
"1868",0.69,19,23.71,5.4380793089232,1.9213246735827
"1871",0.86,20,19.91,5.98393628068719,1.62924053973028
"1872",0.36,23,84.02,13.113948067803,6.07391972704418
"1874",0.53,23,78.35,9.65553888230295,3.82319179172153
"1876",0.29,3,21.75,2.56494935746154,1.79009141212736
"1877",0.24,7,19.28,8.24695803256818,2.42657107277504
"1878",0.33,24,70.83,10.2750166256154,3.21406426787098
"1879",0.8,35,24.37,6.71174039505618,1.92278773163446
"1881",0.49,7,17.08,5.2257466737132,1.55392520250384
"1883",0.1,16,13.25,6.0137151560428,1.37624402526639
"1885",0.56,27,68.94,12.9808781510279,7.29047022006378
"1886",0.01,12,19.54,7.59890045687141,1.16002091679675
"1887",0.62,13,13.54,8.02975852044082,1.26129787094521
"1888",0.45,24,10.11,6.0913098820777,1.880990602956
"1889",0.06,9,21.89,5.73657229747919,1.90805992492422
"1890",0.82,15,24.83,4.58496747867057,1.39128190263093
"1891",0.82,16,20.35,6.08677472691231,1.93585981320181
"1892",0.06,12,17.22,6.48616078894409,1.30019166206648
"1894",0.6,22,19.49,8.00603417874901,2.0360119837525
"1895",0.62,34,23.72,7.58933582317062,2.56955412384829
"1896",0.39,25,22.45,6.19847871649231,1.74396880539171
"1897",0.67,21,18.72,8.23774380389093,2.7813006628418
"1900",0.83,36,21.99,7.75362354655975,2.37397508908072
"1902",0.01,18,86.97,9.04085606398372,2.63834278867739
"1904",0.83,34,49.91,13.6399099648099,7.72880302879415
"1905",0.37,28,49.03,13.3308869761325,8.2417057940783
"1906",0.8,9,24.03,6.66568371778241,1.30019166206648
"1907",0.63,29,23.37,7.60190195987517,2.51446545202954
"1908",0.49,26,19.02,8.4755375161474,3.03974915897077
"1909",0.91,34,20.13,7.72356247227797,2.11745960886736
"1911",0.57,34,24.82,8.0040315078527,2.45100509811232
"1912",0.77,16,18.56,7.5137092478397,2.5360749363624
"1913",0.53,9,14.63,8.3030093814735,2.35707327827812
"1914",0.84,15,17.16,5.88887795833288,1.88858365386359
"1915",0.07,22,48.86,13.3186157811202,7.56425403521541
"1916",0.35,12,12.07,4.43081679884331,1.76130026174335
"1917",0.37,17,16.4,7.4599147662411,1.14740245283754
"1919",0.55,8,14.63,4.17438726989564,1.88706964903238
"1920",0.26,20,23.21,8.28425179762192,2.74019465442878
"1922",0.55,5,24.81,2.30258509299405,1.23547147138531
"1924",0.71,28,76.89,13.2766506193351,8.50721558019096
"1925",0.13,23,19.28,7.40731771046942,1.23547147138531
"1926",0.22,24,30.4,15.0094421173045,8.29776522874528
"1927",0.16,24,17.76,8.16763571524637,2.12226153886276
"1928",0.2,28,10.22,7.20563517641036,1.17557332980424
"1929",0.57,32,88.68,9.05275045140141,3.33790253128984
"1931",0.92,13,23.68,4.86753445045558,1.27536280041261
"1932",0.01,9,24.44,3.98898404656427,1.32175583998232
"1936",0.29,28,53.75,9.69984020902742,2.89756802476676
"1937",0.71,47,24.92,6.93731408122368,1.20597080698861
"1938",0.25,16,23.27,5.61677109766657,1.88706964903238
"1939",0.21,28,16.36,6.93342302573071,1.59330853050422
"1941",0.1,19,10.87,4.98360662170834,1.83577635464483
"1942",0.72,20,79.18,10.1458453227741,4.96793653956314
"1944",0.55,35,63.08,12.2432769039275,5.23649515290469
"1945",0.39,34,18.12,7.00760061395185,1.78507048107726
"1948",0.63,20,20.8,6.0330862217988,1.59127394180643
"1949",0.41,18,11.32,4.91998092582813,1.68268837417369
"1950",0.55,15,21.17,8.42420032456707,1.89461685466776
"1951",0.09,12,15.71,6.08449941307517,1.72455071953461
"1952",0.85,30,30.66,12.2592341936444,7.59264848905574
"1954",0.79,17,16.76,5.08759633523238,1.21491274436427
"1956",0.12,10,18.02,5.82600010738045,1.25561603747777
"1957",0.22,6,10.65,4.60517018598809,1.45628673293993
"1958",0.6,19,73.48,11.085705425059,4.7488375358005
"1960",0.44,33,56.8,9.82406548555864,3.22565280914722
"1961",0.75,29,51.02,13.8816456164576,8.06221215583616
"1963",0.11,5,16.87,5.15329159449778,1.8531680973567
"1964",0.55,18,11.5,6.4707995037826,1.89311196348834
"1965",0.46,26,31.39,9.29642632088931,3.87099265587015
"1966",0.58,26,25.57,11.3797254460068,5.43794886563323
"1967",0.7,32,83.23,11.5659637360001,4.68868378621591
"1968",0.8,30,68.2,9.42375676753181,3.7473841834865
"1969",0.95,10,12.45,4.65396035015752,1.49962304642689
"1970",0.7,21,84.35,8.89370997756851,3.82798900981814
"1971",0.18,23,83.97,9.57241073443182,2.09924416897602
"1973",0.24,3,15.72,2.63905732961526,1.5953389880546
"1975",0.76,10,14.31,4.82028156560504,1.92570744173779
"1976",0.32,32,57.3,10.8626270236951,4.70420070945105
"1977",0.18,10,14.27,5.21493575760899,1.47704872438835
"1978",0.54,28,44.1,9.41637845538745,4.01403793083488
"1979",0.41,21,46.58,13.8782393174707,7.97639621365426
"1980",0.73,7,10.27,4.20469261939097,1.32175583998232
"1983",0.52,10,11.29,5.80814248998044,1.51072193949494
"1985",0.46,30,89.94,10.7821179532276,5.00528768776966
"1986",0.57,11,21.76,8.03915739047324,1.4036429994545
"1987",0.4,3,12.93,2.39789527279837,1.90210752639692
"1988",0.59,21,40.77,9.20281210555539,3.86430226921673
"1989",0.33,21,90.84,8.75856951099151,1.85159946958407
"1992",0.27,10,18.59,6.47543271670409,1.62727783056243
"1994",0.93,39,35.22,11.5222518388265,6.94687983366619
"1995",0.34,27,51.63,8.91395385889425,3.65377027700037
"1996",0.52,13,20.63,7.45298232946546,1.38128181929635
"1999",0.64,11,53.58,9.78459139759227,4.33204826486764
"2000",0.67,35,24.58,6.58340922215876,1.64865862558738
"2001",0.43,22,12.42,5.65248918026865,1.80005827204275
"2002",0.18,38,14.75,8.44268513924118,1.80335860507141
"2004",0.27,24,15.09,6.97914527506881,1.61541998411165
"2005",0.02,6,14.32,5.34710753071747,1.51512723296286
"2006",0.18,21,63.14,13.6616516688953,6.33519608541078
"2008",0.49,32,56.5,10.6961859071577,4.64909137304602
"2009",0.14,12,21.2,5.73334127689775,1.71379792775834
"2010",0.47,13,40.19,10.4414126461838,3.29063819109509
"2012",0.76,33,15.02,7.52023455647463,2.41591377830105
"2013",0.34,11,12.65,5.67332326717149,1.22671229129543
"2014",0.06,29,13.47,8.42024166533979,1.89009536994892
"2015",0.2,26,94.79,10.6150884117543,3.06665661189069
"2016",0.74,3,21.88,4.14313472639153,1.28093384546206
"2017",0.29,13,19.86,6.52941883826223,1.39624469197306
"2019",0.32,20,21.8,5.01727983681492,1.79840401194672
"2020",0.82,22,12.05,7.7596141506969,2.22678337957776
"2021",0.57,25,14.85,7.57455848420248,1.82454929205105
"2022",0.3,9,13.85,6.3491389913798,1.83896107071235
"2023",0.22,5,21.61,3.2188758248682,1.54968790802833
"2024",0.37,14,16.41,3.89182029811063,1.8961194845523
"2025",0.35,30,13.67,7.95050243480885,1.8213182714696
"2026",0.73,22,18.5,5.33271879326537,1.86252854011626
"2027",0.26,33,18.46,8.321664807135,1.96009478404727
"2028",0.63,46,69.14,11.0217063708432,4.13995507347415
"2029",0.01,11,19.3,7.79193595693806,1.10194007876078
"2030",0.52,37,82.43,10.0877239415349,4.25646341169854
"2033",0.88,17,59.51,11.9178837780128,6.10229010219687
"2035",0.09,25,75.98,9.38320064498062,2.10778601468898
"2036",0.07,19,52.91,12.2156466679644,6.12913735223305
"2038",0.57,15,29.98,10.6070057675203,5.25494002657847
"2039",0.75,14,23.98,4.91265488573605,1.42551507427317
"2040",0.69,19,88.65,12.1961990617319,7.12114743965326
"2041",0.42,25,97.22,13.7150402877632,6.28756111816078
"2042",0.31,12,20.69,5.38449506278909,1.82616089594539
"2043",0.86,23,14.03,6.95368421087054,1.25561603747777
"2045",0.38,28,32.41,9.36947859331448,3.56868726878553
"2046",0.15,24,44.82,13.1418620369384,7.01078107129324
"2048",0.84,16,21.85,6.94505106372583,1.7630170003624
"2049",0.71,30,72.63,9.93953014388306,4.61383255906674
"2050",0.32,27,54.93,9.99232226623662,2.01356879752913
"2051",0.31,21,29.94,10.7874410258313,4.3777675777535
"2052",0.61,3,16.7,3.61091791264422,1.89160480419777
"2053",0.25,8,18.84,5.6937321388027,1.53901544813755
"2055",0.06,14,61.96,11.3033395915881,4.76966715786949
"2056",0.11,36,34.88,12.02448481949,4.74675655004996
"2057",0.64,48,21.33,7.21817683840341,1.93585981320181
"2058",0.4,43,97.64,11.8774366254083,5.25514887114666
"2059",0.84,10,19.35,6.42486902390539,1.13462272619114
"2060",0.58,15,15.62,6.84268328223842,1.27815220250019
"2062",0.5,33,90.94,12.8488050930229,6.00741171243743
"2063",0.85,34,93.88,11.4638192508623,6.55262200320498
"2064",0.01,3,13.4,2.89037175789616,1.82454929205105
"2065",0.27,4,21.57,2.70805020110221,1.77833644889591
"2068",0.68,22,83.19,12.3559829189571,7.06372430461618
"2069",0.57,14,11.23,7.81197342962202,2.89591193827178
"2071",0.44,39,37.29,8.73439915006369,2.4518667957098
"2072",0.32,9,20.18,4.23410650459726,1.17557332980424
"2074",0.97,8,24.36,8.03947991910045,1.87793716546911
"2075",0.22,46,95.75,8.5769703954521,2.96733279903229
"2076",0.18,9,19.52,8.18785544369562,1.39871688111845
"2079",0.65,14,71.8,9.71926418845258,3.365570204019
"2080",0.31,36,15.45,7.71601526664259,1.78507048107726
"2081",0.38,20,75.46,12.6925307788479,6.92645926377591
"2082",0.46,22,63.54,8.6255093348997,3.1929424428417
"2083",0.76,21,21.94,6.18620862390049,1.20896034583698
"2084",0.14,32,18.27,5.67332326717149,1.90805992492422
"2086",0.95,3,21.98,1.38629436111989,1.45628673293993
"2087",0.47,22,49.4,12.9893392846529,6.28290205906118
"2088",0.62,23,15.14,6.88346258641309,1.36353737399727
"2089",0.14,4,13.85,2.83321334405622,1.79840401194672
"2090",0.18,30,77.29,9.17429860062892,2.89037175789616
"2091",0.1,24,90.24,9.59178597424013,3.14372115126744
"2093",0.37,18,33.53,10.7363966754712,5.41916237624024
"2095",0.74,20,75.17,11.4075205038803,6.66924425053681
"2096",0.75,24,55.73,12.4653050878815,5.98242380245583
"2097",0.33,35,49.41,9.64134326387219,3.98397150474073
"2099",0.1,4,23.83,2.99573227355399,1.66013102674962
"2100",0.01,38,95.8,8.91543225443266,1.61342993370364
"2101",0.09,21,97.65,10.4691138127682,3.3418011717055
"2102",0.75,34,22.48,6.65672652417839,1.90657514365664
"2103",0.76,22,62.96,9.67646147395769,3.82668295826113
"2105",0.56,27,23.99,6.24222326545517,1.29746314741327
"2106",0.22,3,23.36,3.13549421592915,1.1999647829284
"2107",0.36,4,14.37,3.73766961828337,1.45161382724053
"2108",0.86,14,50.6,10.4731385333533,4.33152250250011
"2110",0.32,29,72.73,10.3585678811865,3.77115044654673
"2113",0.36,23,24.03,6.21260609575152,1.80664808172181
"2114",0.49,25,85.9,12.1734616400517,6.28583048269743
"2115",0.8,12,78.05,10.9664553922548,5.78293247629394
"2116",0.34,26,86.02,11.632360468709,5.97754309176694
"2117",0.59,9,15.8,5.2257466737132,1.37624402526639
"2118",0.7,32,28.53,13.5641411281708,8.27252207595731
"2119",0.38,22,75.13,8.7268056084461,3.45157358898722
"2120",0.6,32,21.13,6.88141130364254,1.81482474215905
"2121",0.14,3,12.7,1.6094379124341,1.91839212016142
"2122",0.07,12,14.5,6.49677499018586,1.66581824587021
"2123",0.52,15,23.44,6.31716468674728,1.91102289005487
"2124",0.29,13,81.2,10.8146250291695,5.0370824641111
"2128",1,33,13.03,7.35500192110526,2.14241634084122
"2129",0.32,16,24.58,6.1463292576689,1.76130026174335
"2132",0.06,38,20.79,5.39362754635236,1.35840915763035
"2133",0.51,22,20.68,5.50938833662798,1.66013102674962
"2134",0.57,30,15.02,7.66199755890189,1.98924327376169
"2135",0.18,27,22.12,8.37632063253482,1.62531126159039
"2136",0.68,35,19.83,7.59789795052178,2.34660197841082
"2138",0.87,11,10.54,7.26192709270275,1.13462272619114
"2139",0.49,36,88.4,10.7500637239971,4.39765389055958
"2140",0.24,24,21.33,7.60738142563979,1.81319474994812
"2142",0.03,18,23.69,8.31458729131958,1.86562931779451
"2144",0.79,38,95.97,8.86049916761602,3.51631018876266
"2146",0.44,19,61.35,12.4937109670249,5.88407419494746
"2147",0.39,24,23.02,6.02344759296103,1.60341984010854
"2150",0.19,31,24.65,6.89568269774787,1.23547147138531
"2151",0.36,39,18.3,7.02908756414966,1.56444054650336
"2152",0.21,31,69.51,8.63194942871443,2.68920711330073
"2153",0.63,23,12.06,6.7945865808765,1.17865499634165
"2154",0.03,25,35.03,13.5796211218748,7.49454700465188
"2155",0.46,37,40.09,15.1144518473599,10.0869438818987
"2156",0.74,15,15.88,6.12468339089421,1.56024766824333
"2159",0.96,4,15.71,6.01615715969835,1.67709656090792
"2162",0.19,18,49.23,13.8044445549803,8.39377958379904
"2164",0.26,26,94.48,10.0219814465839,3.61064760584436
"2165",0.63,28,19.67,8.22977775008189,2.46470394247048
"2166",0.74,19,11.5,5.30826769740121,1.62727783056243
"2168",0.47,32,87.64,12.8545440611599,7.39365071193829
"2170",0.18,4,23.85,4.02535169073515,1.94304891677428
"2171",0.39,29,50.44,11.5170370010099,6.28692876000182
"2172",0.96,24,92.94,13.2315890138499,8.06011684364444
"2173",0.21,9,71.58,8.60758219114392,2.10535292346434
"2174",0.53,11,11.38,4.36944785246702,1.38379123090177
"2177",0.03,11,10.91,5.17048399503815,1.10525683138678
"2179",0.31,27,10.5,7.29979736675816,1.70474809223843
"2180",0.44,35,86.67,8.52038808231276,3.43366457179966
"2181",0.43,33,22.75,7.63964228785801,1.25561603747777
"2182",0.71,21,95.94,13.3112284784393,8.17159100333864
"2185",0.45,27,16.86,7.3185395485679,1.93007108502557
"2187",0.16,25,76.74,8.68862230704377,1.73871024813824
"2188",0.43,20,20.24,8.49208049060116,2.46300181439995
"2189",0.32,28,17.16,6.7286286130847,1.93296963777958
"2190",0.75,25,25.4,9.19217640134851,3.87349005571136
"2191",0.75,5,15.24,4.21950770517611,1.38879124131848
"2192",0.9,13,22.93,6.76503897678054,1.7227665977411
"2194",0.94,3,19.03,3.66356164612965,1.81319474994812
"2195",0.07,17,18.08,6.57368016696065,1.79175946922805
"2196",0.28,11,19.35,8.38662882139512,2.85589532836619
"2197",0.43,30,14.97,8.03883475778775,2.78624504868727
"2199",0.17,26,53.23,12.0533759082161,5.18178355029209
"2200",0.29,21,42.43,11.2028478064083,5.51112771372246
"2201",0.57,13,67.7,10.4279793670659,3.72906124374677
"2202",0.11,16,10.08,4.63472898822964,1.70110510095992
"2204",0.74,35,24.83,7.11069612297883,1.88403474533723
"2205",0.2,29,36.41,10.1255104761816,3.37622139559198
"2206",0.36,3,24.56,5.31811999384422,1.708377860289
"2209",0.12,25,69.1,9.90733016025358,3.26842760369745
"2211",0.89,9,20.78,7.79893331004122,1.22377543162212
"2212",0.61,19,27.71,9.23200401161221,3.64571095871256
"2213",0.74,35,80.08,9.6350850948163,4.17853251264713
"2214",0.25,16,16.79,6.45047042214418,1.44926916028128
"2215",0.03,37,23.43,8.23906533176927,1.50185270175416
"2216",0.32,44,26.62,9.53336545669996,3.79773385902602
"2217",0.52,14,13.69,5.63478960316925,1.16938135955632
"2218",0.28,48,38.89,12.8061748288216,6.96858693818838
"2219",0.21,7,10.76,5.28826703069454,1.32707500145992
"2220",0.34,32,18.4,8.49002752334347,1.86252854011626
"2222",0.14,32,10.59,6.62007320653036,1.74919985480926
"2223",0.76,29,28.4,9.76875543933509,3.91760738372205
"2224",0.81,17,15.6,8.49535649680706,2.87356463957978
"2225",0.61,27,11.58,6.12029741895095,1.80828877117927
"2226",0.57,40,44.96,13.6939201584881,8.19745613719075
"2227",0.74,33,12.37,6.19236248947487,1.59127394180643
"2229",0.35,24,60,12.1239673956113,5.23046669963986
"2230",0.74,42,21.51,7.29641326877392,1.71018781553424
"2231",0.87,28,77.11,8.58016799057763,1.70110510095992
"2233",0.11,24,93.49,13.650324545549,7.62559507213245
"2236",0.08,12,14.12,5.18178355029209,1.86252854011626
"2237",0.29,22,48.97,11.3532847423993,4.61373341664858
"2238",0.17,9,19.93,7.78447323573647,2.05540496385159
"2239",0.96,13,70.58,9.9943788927242,5.06959578691977
"2240",0.75,7,21.32,7.7591874385078,2.48823443988067
"2241",0.44,17,13.72,4.67282883446191,1.39376637595859
"2242",0.39,35,34.82,14.2697950361646,7.34692591955547
"2243",0.61,14,78.58,11.4624528863349,6.17332766550178
"2245",0.3,13,20.18,4.66343909411207,1.52388002407245
"2246",0.22,13,48.15,10.3268580645131,3.69560677486336
"2247",0.71,23,17.53,6.17378610390194,1.44220199305819
"2248",0.33,30,63.9,9.44097578904869,3.69012867351437
"2250",0.3,3,13.13,4.99043258677874,1.71379792775834
"2251",0.02,28,62.37,13.1428481249448,5.89059393672301
"2252",0.51,7,17.95,7.30182234213793,1.85002837735203
"2253",0.78,22,21.59,6.90875477931522,2.31550131826059
"2254",0.31,40,89.36,8.94832604627298,2.45100509811232
"2255",0.39,17,20.75,6.33859407820318,1.80335860507141
"2256",0.52,15,12.5,6.29156913955832,1.34025042261848
"2257",0.57,3,16.42,3.29583686600433,1.78339121955754
"2259",0.02,37,96.36,14.9418112924331,7.02878636733298
"2260",0.39,48,12.94,6.38687931936265,1.35583515363518
"2261",0.61,5,20.35,7.73499619402278,1.97546895129686
"2262",0.32,36,27.94,9.30519590298886,2.88256357544835
"2264",0.25,16,18.57,5.34710753071747,1.25846098961001
"2268",1,23,63.63,9.94333307045825,5.01893409691095
"2269",0.64,46,12.78,7.38956395367764,2.30058309032337
"2272",0.04,6,16.97,4.87519732320115,1.10194007876078
"2273",0.13,12,18.67,6.47389069635227,1.82937633279936
"2274",0.53,24,22.95,6.33150184989369,1.67709656090792
"2275",0.73,22,19.38,6.39024066706535,1.70292825552144
"2276",0.96,10,73.82,9.18450961194166,4.0523065508752
"2279",0.59,41,23.89,6.76849321164863,1.93152141160321
"2280",0.83,15,14.1,7.8336002236611,1.62924053973028
"2281",0.31,18,29.88,12.5024778109381,6.49239133869473
"2283",0.62,32,70.32,10.2946508759334,4.13276367212605
"2285",0.35,26,16.34,5.76205138278018,1.56024766824333
"2286",0.97,8,72.34,9.03181161342092,4.12487376725692
"2289",0.16,18,22.93,6.36475075685191,1.31908561142644
"2290",0.44,15,13.54,7.40062057737113,1.75785791755237
"2291",0.35,33,37.93,15.2446091077589,8.9629886532091
"2292",0.07,35,24.33,7.98820359702258,2.35327820730956
"2293",0.97,8,99.56,9.41515700659751,3.73289633953071
"2294",0.59,21,10.37,6.26720054854136,1.43746264769429
"2295",0.03,29,70.61,12.5480866410577,5.30509435082706
"2296",0.81,35,81.76,11.1791575683231,5.67764381704651
"2297",0.63,14,18.74,7.57967882309046,1.92424865227413
"2298",0.68,21,73.25,13.2115292651014,7.97841038213562
"2299",0.24,14,70.58,8.70863965598719,2.58926666511224
"2300",0.6,17,12.57,7.16239749735572,2.26592110862245
"2301",0.45,36,15.72,6.62007320653036,1.52169899812609
"2302",0.61,20,13.62,8.14873480893717,2.55256529826182
"2303",0.48,30,24.32,5.93224518744801,1.67709656090792
"2305",0.25,34,91.87,9.4501443641835,1.25561603747777
"2306",0.7,35,73.47,10.3537666764341,3.89487684659318
"2308",0.56,28,37.59,9.76875543933509,4.1692974154585
"2309",0.71,31,28.94,14.5219031297479,9.31907369332476
"2310",0.82,13,19.48,4.94875989037817,1.44220199305819
"2311",0.43,13,19.28,7.63482067774554,2.15871472257434
"2312",0.47,10,14.3,6.93439720992856,1.89009536994892
"2313",0.25,14,95.59,11.684640975977,6.01898243314472
"2314",0.08,8,15.93,6.14418563412565,1.61541998411165
"2315",0.51,21,20.06,4.71849887129509,1.1999647829284
"2316",0.32,12,14.05,4.67282883446191,1.17557332980424
"2317",0.58,11,17.74,5.48893772615669,1.62136648329937
"2319",0.31,57,30.32,9.17647330246461,3.0878555624298
"2320",0.38,46,96.13,10.6439953044559,5.17479288026254
"2321",0.02,33,19.06,7.02642680869964,1.60140574073684
"2322",0.69,46,63.91,12.2717901588832,5.58627440119425
"2323",0.44,36,50.48,9.16805897971958,3.38979933670979
"2324",0.88,25,81.57,9.7895346724601,4.51513606328411
"2325",0.39,5,14.19,5.12396397940326,1.47017584510059
"2328",0.72,17,12.05,6.13122648948314,1.39128190263093
"2329",0.08,26,20.13,6.13339804299665,1.88555334851442
"2330",0.72,15,15.26,7.3790081276283,2.14826773260969
"2331",0.11,24,21.75,5.64544689764324,1.70292825552144
"2332",0.45,11,33.38,10.3397081575643,5.01050195187324
"2333",0.79,15,11.61,7.89580837708318,2.31055326264322
"2334",0.26,52,94.59,10.5922250246074,4.61462534475885
"2335",0.28,40,93.6,8.60886037994206,1.46093790411566
"2336",0.79,17,15.94,7.11151211649616,1.52605630349505
"2337",0.18,42,13.06,7.00124562206948,1.38629436111989
"2338",0.55,44,61.45,9.441610810502,3.90821576708519
"2339",0.67,29,18.39,6.56807791141198,1.76473079684014
"2340",0.56,11,24.22,8.38297584929643,2.46894663020927
"2341",0,51,72.14,15.062590839105,9.21293300818852
"2345",0.85,27,23.78,8.11969625295725,2.35327820730956
"2349",0.46,29,94.47,14.1827766175088,8.78169670452036
"2350",0.15,19,11.31,7.23777819192344,1.75440368268429
"2351",0.48,15,20.16,5.30826769740121,1.13462272619114
"2352",0.44,8,10.15,6.52356230614951,1.48613969608961
"2354",0.54,16,23.06,6.40357419793482,1.57484646766448
